ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL
ASUS VivoBook Ultra 14 Core i3 11th Gen,4.4,2816,401,44990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/a/s/k/asus-na-thin-and-light-laptop-original-imafxbj7gyrpudka.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.4,198,36,44990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70
DELL Core i3 11th Gen,0,0,0,41490,52200,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70
ASUS Core i5 10th Gen,4.3,5811,502,41990,62990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
DELL Inspiron Core i3 10th Gen,3.8,65,5,43590,55534,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
DELL Core i3 11th Gen,4,3,0,44990,58889,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/d/6/i/inspiron-3511-laptop-dell-original-imagfxggfqqghfee.jpeg?q=70
DELL Inspiron Core i3 11th Gen,0,0,0,44200,56000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.3,330,43,43500,44396,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70
DELL Vostro Core i3 10th Gen,4.4,89,10,44500,46000,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kffq2kw0/computer/s/h/w/dell-original-imafvwfmqup6fzfm.jpeg?q=70
DELL Inspiron Core i3 10th Gen,3.7,91,8,43000,53657,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
DELL Core i3 10th Gen,3.6,96,16,43000,53499,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
Lenovo Core i3 11th Gen,0,0,0,44490,59999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksuowi80/screen-guard/tempered-glass/s/b/y/lenovo-ideapad-slim-3-2021-11th-gen-intel-core-i5-15-6-original-imag6c6j77gcv3vu.jpeg?q=70
ASUS VivoBook Ultra 14 Core i3 11th Gen,4.4,2816,401,44490,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70
(Refurbished) acer P2 Series Core i5 10th Gen,0,0,0,41000,57290,Grade: Unboxed - Like New,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/a/v/t/acer-travelmate-p214-52-thin-and-light-laptop-original-imafuzrkmcspngnr.jpeg?q=70
Lenovo Ideapad S340 Core i3 10th Gen,4.2,525,89,42490,58490,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k94j24w0/computer/z/f/p/lenovo-na-thin-and-light-laptop-original-imafqzdgma75wgxz.jpeg?q=70
Nokia PureBook S14 Core i5 10th Gen,3.9,458,86,43990,74990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktyp8cw0/computer/x/g/d/na-thin-and-light-laptop-nokia-original-imag77fhbjtvgz5y.jpeg?q=70
DELL Vostro Core i3 11th Gen,3.9,2215,225,40490,56334,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/w/a/9/na-thin-and-light-laptop-dell-original-imag7cstqdg5hgzg.jpeg?q=70
DELL Insprion 3511 Core i3 11th Gen,3.5,26,4,43400,48990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ktx9si80/computer/2/c/y/inspiron-laptop-dell-original-imag75zxhd4vgejn.jpeg?q=70
DELL Vostro Core i3 11th Gen,3.9,254,17,44290,45810,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
DELL 3000 Core i3 11th Gen,3.7,26,2,43800,55506,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kvcpn680/computer/d/f/c/dell-insprion-3511-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-original-imag89vxrjghmsjc.jpeg?q=70
DELL Core i3 10th Gen,2.9,105,8,43250,59101,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/s/j/p/inspiron-3511-thin-and-light-laptop-dell-original-imag7csraspfw7zj.jpeg?q=70
DELL Core i3 10th Gen,3.3,122,20,41990,54992,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/s/j/p/inspiron-3511-thin-and-light-laptop-dell-original-imag7csraspfw7zj.jpeg?q=70
DELL Vostro Core i3 11th Gen,2.8,6,0,44690,59781,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70
Lenovo Core i3 10th Gen,3.1,72,15,44590,50613,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kflftzk0/computer/p/k/3/lenovo-v14-thin-and-light-laptop-original-imafwyvcwnhxzwfz.jpeg?q=70
(Refurbished) ASUS ZenBook Core i5 8th Gen,0,0,0,42900,55961,Grade: Unboxed - Like New,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/g/6/h/asus-na-thin-and-light-laptop-original-imafgx9zqpb3wcfp.jpeg?q=70
(Refurbished) LG Gram Core i5 8th Gen,0,0,0,42500,62990,Grade: Unboxed - Like New,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kfh5ifk0/computer/g/k/n/lg-original-imafvxkxvggp6fb5.jpeg?q=70
(Refurbished) HP Elitebook Core i5 5th Gen,0,0,0,43000,82990,Grade: Refurbished - Superb,Intel Core i5 Processor (5th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/ju8oxow0/computer-refurbished/y/j/k/840-g2-a-840-g2-hp-original-imaffepgn6dgzzan.jpeg?q=70
(Refurbished) HP Elitebook Core i5 5th Gen,0,0,0,40000,77990,Grade: Refurbished - Superb,Intel Core i5 Processor (5th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/ju8oxow0/computer-refurbished/y/j/k/840-g2-a-840-g2-hp-original-imaffepgn6dgzzan.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,9114,919,33990,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
ASUS Core i3 11th Gen,4.3,1109,140,35990,50990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
Lenovo IdeaPad Core i3 11th Gen,4.3,360,31,37290,59890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS Vivobook 14 Core i3 11th Gen,4.1,176,19,38990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/b/c/g/x415ea-eb372ws-thin-and-light-laptop-asus-original-imag98ctqynmmfzw.jpeg?q=70
DELL Inspiron Pentium Quad Core,4.8,4,0,34490,45869,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxp0mfk0/computer/8/h/u/dell-3511-laptop-dell-original-imaga3fc35bmcwbp.jpeg?q=70
ASUS Vivobook 15 Core i3 10th Gen,4.1,144,13,33890,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/h/l/x515ja-ej382ws-laptop-asus-original-imaghxfzcc6dgrqk.jpeg?q=70
DELL Vostro Core i3 11th Gen,3.9,254,17,44290,45810,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
DELL 3000 Core i3 11th Gen,3.7,26,2,43800,55506,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kvcpn680/computer/d/f/c/dell-insprion-3511-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-original-imag89vxrjghmsjc.jpeg?q=70
DELL Core i3 10th Gen,2.9,105,8,43250,59101,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/s/j/p/inspiron-3511-thin-and-light-laptop-dell-original-imag7csraspfw7zj.jpeg?q=70
DELL Core i3 10th Gen,3.3,122,20,41990,54992,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/s/j/p/inspiron-3511-thin-and-light-laptop-dell-original-imag7csraspfw7zj.jpeg?q=70
DELL Vostro Core i3 11th Gen,2.8,6,0,44690,59781,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.2,416,35,44200,57095,Processor-i3-1115G4 Processor upto 4.1 GHz Speed,RAM & Storage: 8GB DDR4, 256GB SSD, WIN 11 + Office H&S 2021,2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4, SD Card reader, Audio jack, 1 M.2 2230/2280 Slot,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
Lenovo Core i3 10th Gen,3.1,72,15,44590,50613,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kflftzk0/computer/p/k/3/lenovo-v14-thin-and-light-laptop-original-imafwyvcwnhxzwfz.jpeg?q=70
(Refurbished) ASUS ZenBook Core i5 8th Gen,0,0,0,42900,55961,Grade: Unboxed - Like New,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/g/6/h/asus-na-thin-and-light-laptop-original-imafgx9zqpb3wcfp.jpeg?q=70
(Refurbished) LG Gram Core i5 8th Gen,0,0,0,42500,62990,Grade: Unboxed - Like New,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kfh5ifk0/computer/g/k/n/lg-original-imafvxkxvggp6fb5.jpeg?q=70
(Refurbished) HP Elitebook Core i5 5th Gen,0,0,0,43000,82990,Grade: Refurbished - Superb,Intel Core i5 Processor (5th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/ju8oxow0/computer-refurbished/y/j/k/840-g2-a-840-g2-hp-original-imaffepgn6dgzzan.jpeg?q=70
(Refurbished) HP Elitebook Core i5 5th Gen,0,0,0,40000,77990,Grade: Refurbished - Superb,Intel Core i5 Processor (5th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/ju8oxow0/computer-refurbished/y/j/k/840-g2-a-840-g2-hp-original-imaffepgn6dgzzan.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,9114,919,33990,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
ASUS Core i3 11th Gen,4.3,1109,140,35990,50990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
ASUS Vivobook 14 Core i3 11th Gen,4.1,176,19,38990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/b/c/g/x415ea-eb372ws-thin-and-light-laptop-asus-original-imag98ctqynmmfzw.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen,0,0,0,38990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/w/f/vivobook-15-notebook-asus-original-imaggtnyqf5ctfjb.jpeg?q=70
Lenovo Core i3 11th Gen,3.8,10,0,37990,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/o/y/14itl6-thin-and-light-laptop-lenovo-original-imaghnzgxvnj3agg.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,3996,422,35990,57990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS Vivobook 15 Core i3 10th Gen,4.1,144,13,33890,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/h/l/x515ja-ej382ws-laptop-asus-original-imaghxfzcc6dgrqk.jpeg?q=70
DELL Ryzen 3 Quad Core 5425U,4.5,61,10,36390,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,9114,919,35990,50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
DELL Inspiron Pentium Quad Core,4.8,4,0,34490,45869,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxp0mfk0/computer/8/h/u/dell-3511-laptop-dell-original-imaga3fc35bmcwbp.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4.2,427,55,34990,47695,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/w/j/c/-original-imagf4htystubbsg.jpeg?q=70
Lenovo Ideapad Slim 3 Core i3 10th Gen,4.3,216,19,37490,61490,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
acer Aspire Core i3 12th Gen,0,0,0,39990,54999,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/d/7/aspire-3-notebook-acer-original-imagg62zgjtdhffs.jpeg?q=70
Lenovo Core i3 10th Gen,4.3,747,75,38400,61490,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Infinix INBook X1 Core i5 10th Gen,4.1,1619,251,37990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kw104nk0/computer/z/7/t/inbook-x1-pro-thin-and-light-laptop-infinix-original-imag8shw6pfzuc4e.jpeg?q=70
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U,4.4,93,26,34990,46990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3khsi80/computer/k/8/y/vivobook-15-m515da-laptop-asus-original-imagenrbgakkmbyb.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen,4.2,61,7,39990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.3,719,59,36000,60890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Infinix INBook X2 Plus Core i3 11th Gen,4.2,87,26,35990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70
Infinix INBook X2 Plus Core i3 11th Gen,4.2,87,26,35990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.3,156,15,35990,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/t/7/15itl05-thin-and-light-laptop-lenovo-original-imagheh5nvy6gq9k.jpeg?q=70
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U,4.2,680,69,37000,54490,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4vnbm80/computer/i/f/f/15ada7-thin-and-light-laptop-lenovo-original-imagfzzxmhfgzysy.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,659,98,39990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
ASUS VivoBook Core i3 11th Gen,4.2,564,54,35990,50990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4.3,3,0,39090,50132,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70
ASUS Vivobook 15 Core i3 10th Gen,4.3,684,70,32990,43990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
Infinix INBook X2 Plus Core i3 11th Gen,4.2,87,26,35990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/e/n/-original-imagjfgfjnwnq89g.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,491,48,36990,56690,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/k/z/z/na-thin-and-light-laptop-lenovo-original-imag56ugmfkzgzkj.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,0,0,0,36700,61590,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/z/x/15itl6-thin-and-light-laptop-lenovo-original-imagheh5ruph5rpv.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,659,98,39990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.4,683,67,39890,44634,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70
DELL Inspiron Pentium Quad Core,4.2,123,18,36500,43000,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U,4.2,62,5,37590,46990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kklhbbk0/computer/y/g/2/m415da-laptop-asus-original-imafzwrqjdgm9j6m.jpeg?q=70
ASUS Core i3 10th Gen,4.4,85,9,33990,50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/3/9/x515ja-ej382ws-laptop-asus-original-imaghhwnkafntrrc.jpeg?q=70
ASUS Vivobook 14 Core i3 11th Gen,4.3,176,24,35990,51990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/computer/0/i/2/x415ea-eb342ws-notebook-asus-original-imag9tn5rpypzyhq.jpeg?q=70
DELL Vostro Ryzen 3 Dual Core 3250U,4.2,64,12,39000,51105,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/u/8/s/-original-imagf35ee3xwgkzv.jpeg?q=70
Lenovo Core i3 10th Gen,5,4,0,38980,56800,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70
Lenovo Core i3 11th Gen,4.3,160,14,38990,51544,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70
ASUS VivoBook 15 Core i3 10th Gen,4,1901,226,37990,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,659,98,39990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
Lenovo Ryzen 3 Hexa Core 5300U,0,0,0,37490,70650,AMD Ryzen 3 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/2/t/thinkbook-15-g3-thin-and-light-laptop-lenovo-original-imaghqytqaydcgy2.jpeg?q=70
Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U,4.4,112,11,37990,43990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,3.9,2974,346,36890,57290,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Lenovo IdeaPad Slim 3 Core i3 11th Gen,4,12,1,38500,62190,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/i/i/ideapad-slim-3-thin-and-light-laptop-lenovo-original-imaggpc2ezf7fy7m.jpeg?q=70
